key,source,raw_name,inci_name,cas_number,derived_term,derived_variation,derived_physical_form,ingredient_category,definition_display_name,cluster_id,cluster_reason,cluster_size,cosing_items_in_cluster,tgsc_items_in_cluster,sources_in_cluster
3c632c94312b80fcb7067502272a0b415b5f6c91,cosing,POLYGONUM FAGOPYRUM LEAF EXTRACT,POLYGONUM FAGOPYRUM LEAF EXTRACT,89958-09-8,Polygonum fagopyrum,Leaf Extract,Liquid,Synthetic - Polymers,Polygonum fagopyrum,term:polygonum fagopyrum,post_merge_term_cluster,1,1,0,cosing
21361f8475b277772c46ac1db171ba88f4582f5d,cosing,POLYGONUM FAGOPYRUM SEED EXTRACT,POLYGONUM FAGOPYRUM SEED EXTRACT,89958-09-8,Polygonum fagopyrum,Seed Extract,Liquid,Synthetic - Polymers,Polygonum fagopyrum,term:polygonum fagopyrum,post_merge_term_cluster,1,1,0,cosing
a7d8d68704e02c0719e092461300af27d8623bf0,cosing,POLYGONUM FAGOPYRUM STEM EXTRACT,POLYGONUM FAGOPYRUM STEM EXTRACT,89958-09-8,Polygonum fagopyrum,Stem Extract,Liquid,Synthetic - Polymers,Polygonum fagopyrum,term:polygonum fagopyrum,post_merge_term_cluster,1,1,0,cosing
607c3920de31d5c69f59c68524c5fdc8ae99a078,cosing,SECALE CEREALE CALLUS EXTRACT,SECALE CEREALE CALLUS EXTRACT,,Secale cereale,Callus,Liquid,Herbs,Secale cereale,term:secale cereale,post_merge_term_cluster,1,1,0,cosing
330ce282b17ca92f6d4d558bcd8e9f207bd43473,cosing,SECALE CEREALE SEED EXTRACT,SECALE CEREALE SEED EXTRACT,90106-48-2,Secale cereale,Seed Extract,Liquid,Herbs,Secale cereale,term:secale cereale,post_merge_term_cluster,1,1,0,cosing
d48365748f1441b253d3c1c1c06351c94ea84d55,cosing,SECALE CEREALE SEED FLOUR,SECALE CEREALE SEED FLOUR,90106-48-2,Secale cereale,Flour,Powder,Grains,Secale cereale,term:secale cereale,post_merge_term_cluster,1,1,0,cosing
ab23ee1944efd6267709e66a01350600d329481e,cosing,TRITICUM AESTIVUM FLOUR LIPIDS,TRITICUM AESTIVUM FLOUR LIPIDS,84012-44-2,Triticum aestivum,Flour,Powder,Grains,Triticum Aestivum Seed,term:triticum aestivum,post_merge_term_cluster,1,1,0,cosing
03f5e860e553bd5c4a78f304b05e79d8c62748ab,cosing,TRITICUM VULGARE FLOUR EXTRACT,TRITICUM VULGARE FLOUR EXTRACT,84012-44-2,Triticum vulgare,Extract,Liquid,Grains,Triticum Aestivum Seed,term:triticum vulgare,post_merge_term_cluster,1,1,0,cosing
8b19b05280b9f212c62e3d154c81d29bff3338b0,cosing,TRITICUM VULGARE STARCH,TRITICUM VULGARE STARCH,9005-25-8,Triticum vulgare,Starch,Powder,Grains,Triticum vulgare,term:triticum vulgare,post_merge_term_cluster,1,1,0,cosing
0c0db5c4f8be078726444b20f200355680c55e89,cosing,TRITICUM VULGARE FLOUR LIPIDS,TRITICUM VULGARE FLOUR LIPIDS,84012-44-2,Triticum vulgare,Flour,Powder,Grains,Triticum Aestivum Seed,term:triticum vulgare kernel,post_merge_term_cluster,2,2,0,cosing
e5d7b9c3d126d5320d70ba62e5bd551a67e8b6f2,cosing,TRITICUM VULGARE KERNEL FLOUR,TRITICUM VULGARE KERNEL FLOUR,130498-22-5,Triticum vulgare,Flour,Powder,Grains,Triticum vulgare,term:triticum vulgare kernel,post_merge_term_cluster,2,2,0,cosing
7318f5290a8cd8a3731b52efc750e7bd7c055f4f,cosing,ZEA MAYS SEED FLOUR,ZEA MAYS SEED FLOUR,68525-86-0,Zea mays,Flour,Powder,Grains,Zea mays,term:zea mays seed,post_merge_term_cluster,1,1,0,cosing
