Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764891740,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1764891741,5,,Aggregated,0.000000,0.000000,350,350,380,540,570,570,570,570,570,570,570,9,0,350.0,342.8008280073603,179.72870357334614,567.181202583015,22571.555555555555
1764891742,10,,Aggregated,0.000000,0.000000,380,400,500,520,570,960,960,960,960,960,960,18,0,350.0,379.64765893088446,179.72870357334614,963.576870970428,24424.444444444445
1764891743,15,,Aggregated,8.000000,0.000000,380,520,680,700,860,980,1500,1500,1500,1500,1500,40,0,380.0,440.392850805074,102.08595730364323,1462.855128571391,29648.5
1764891744,20,,Aggregated,9.000000,0.000000,380,530,680,710,860,960,1100,1500,1500,1500,1500,61,0,380.0,445.97358864228255,102.08595730364323,1462.855128571391,31726.29508196721
1764891745,25,,Aggregated,12.333333,0.000000,380,570,720,780,910,980,1400,1500,1500,1500,1500,83,0,380.0,464.12332333534596,102.08595730364323,1462.855128571391,30542.86746987952
1764891746,30,,Aggregated,14.000000,0.000000,460,710,810,900,1200,1700,1800,2600,3000,3000,3000,108,0,430.0,593.2738282631531,102.08595730364323,2985.1229805499315,30794.333333333332
1764891747,35,,Aggregated,14.000000,0.000000,530,750,900,980,1400,1700,1900,2600,3000,3000,3000,131,0,530.0,652.861361427389,102.08595730364323,2985.1229805499315,30931.81679389313
1764891748,40,,Aggregated,17.500000,0.000000,570,810,980,1100,1600,1700,2000,2600,3000,3000,3000,154,0,570.0,720.5146854235368,102.08595730364323,2985.1229805499315,31912.79220779221
1764891749,45,,Aggregated,18.714286,0.000000,620,900,1100,1300,1700,2000,2600,3000,3000,3000,3000,180,0,590.0,792.4998304289248,102.08595730364323,2985.1229805499315,32234.333333333332
1764891750,50,,Aggregated,18.875000,0.000000,690,970,1200,1400,1700,2000,2600,3000,3000,3000,3000,198,0,690.0,844.1221931704669,102.08595730364323,2985.1229805499315,31973.68686868687
1764891751,50,,Aggregated,19.666667,0.000000,720,1000,1300,1500,1900,2500,2800,3000,3500,3500,3500,214,0,720.0,908.785684778416,102.08595730364323,3508.068314753473,32081.635514018693
1764891752,50,,Aggregated,19.600000,0.000000,750,1100,1400,1600,2000,2600,3000,3500,4700,4700,4700,249,0,750.0,977.3728438394975,102.08595730364323,4724.802657030523,32299.59437751004
1764891753,50,,Aggregated,19.600000,0.000000,810,1200,1500,1700,2300,2800,3200,4200,4700,4700,4700,268,0,810.0,1038.4406814622735,102.08595730364323,4724.802657030523,31956.768656716416
1764891754,50,,Aggregated,22.800000,0.000000,870,1300,1500,1700,2500,2900,3200,4200,4700,4700,4700,293,0,870.0,1073.3786399886267,102.08595730364323,4724.802657030523,32510.262798634812
1764891755,50,,Aggregated,23.100000,0.000000,910,1300,1600,1800,2500,2900,3200,4200,5000,5000,5000,319,0,910.0,1117.6017394324408,102.08595730364323,5040.801841765642,32883.47648902822
1764891756,50,,Aggregated,23.500000,0.000000,920,1400,1600,1800,2500,2900,3200,4200,5000,5000,5000,360,0,920.0,1134.2197422998854,102.08595730364323,5040.801841765642,33012.46388888889
1764891757,50,,Aggregated,23.100000,0.000000,960,1400,1600,1800,2500,2900,3300,4200,5000,5000,5000,389,0,960.0,1138.892184813677,98.30189775675535,5040.801841765642,33113.856041131105
1764891758,50,,Aggregated,23.100000,0.000000,960,1400,1600,1800,2500,2900,3200,3700,5000,5000,5000,408,0,960.0,1132.3899100671576,98.30189775675535,5040.801841765642,33665.06862745098
1764891759,50,,Aggregated,25.300000,0.000000,980,1400,1600,1800,2500,2800,3200,3700,5000,5000,5000,436,0,970.0,1150.2314385394095,98.30189775675535,5040.801841765642,34369.87844036697
1764891760,50,,Aggregated,25.700000,0.000000,960,1400,1600,1800,2400,2800,3100,3700,5000,5000,5000,472,0,960.0,1125.2226066120538,98.30189775675535,5040.801841765642,34292.43008474576
1764891761,50,,Aggregated,25.600000,0.000000,960,1300,1600,1800,2400,2800,3100,3700,5000,5000,5000,492,0,940.0,1109.7115182802384,97.2896320745349,5040.801841765642,34634.416666666664
1764891762,50,,Aggregated,27.300000,0.000000,930,1300,1500,1700,2400,2800,3100,3500,5000,5000,5000,517,0,930.0,1092.9204341406057,97.2896320745349,5040.801841765642,35169.16441005803
1764891763,50,,Aggregated,27.500000,0.000000,910,1300,1500,1700,2300,2700,3100,3500,5000,5000,5000,543,0,910.0,1070.5829707624366,97.2896320745349,5040.801841765642,35351.49723756906
1764891764,50,,Aggregated,26.700000,0.000000,880,1200,1500,1700,2300,2700,3100,3500,5000,5000,5000,566,0,880.0,1043.7888070289375,97.2896320745349,5040.801841765642,35816.0335689046
1764891765,50,,Aggregated,27.100000,0.000000,810,1200,1500,1600,2200,2600,3100,3500,5000,5000,5000,591,0,810.0,1013.23773645892,91.75167139619589,5040.801841765642,36043.345177664974
1764891766,50,,Aggregated,27.200000,0.000000,750,1100,1400,1600,2200,2600,3100,3300,5000,5000,5000,617,0,750.0,985.3029865077191,91.75167139619589,5040.801841765642,35972.445705024315
1764891767,50,,Aggregated,27.200000,0.000000,720,1100,1400,1600,2200,2600,3100,3300,5000,5000,5000,639,0,720.0,965.7814308012805,91.75167139619589,5040.801841765642,36003.74334898279
1764891768,50,,Aggregated,26.000000,0.000000,690,1000,1400,1500,2200,2600,3000,3300,5000,5000,5000,666,0,690.0,946.5279352764512,91.75167139619589,5040.801841765642,36196.31681681682
1764891769,50,,Aggregated,25.500000,0.000000,670,1000,1300,1500,2000,2600,3000,3300,5000,5000,5000,691,0,670.0,928.6605912946736,91.75167139619589,5040.801841765642,36353.903039073804
1764891770,50,,Aggregated,25.400000,0.000000,650,1000,1300,1500,2000,2600,3000,3300,5000,5000,5000,712,0,650.0,914.5451211540573,91.75167139619589,5040.801841765642,36539.2893258427
1764891771,50,,Aggregated,25.600000,0.000000,630,980,1300,1500,2000,2600,3000,3300,5000,5000,5000,742,0,630.0,895.017510593801,91.75167139619589,5040.801841765642,36910.90026954178
1764891772,50,,Aggregated,24.200000,0.000000,620,970,1200,1500,2000,2600,3000,3300,5000,5000,5000,763,0,620.0,879.4651874713355,91.75167139619589,5040.801841765642,37045.579292267365
1764891773,50,,Aggregated,25.000000,0.000000,600,930,1200,1400,2000,2500,3000,3300,5000,5000,5000,789,0,600.0,864.8402357417311,91.75167139619589,5040.801841765642,37222.92902408112
1764891774,50,,Aggregated,24.700000,0.000000,590,910,1200,1400,2000,2500,3000,3200,5000,5000,5000,812,0,590.0,851.0926767640054,91.75167139619589,5040.801841765642,37434.979064039406
1764891775,50,,Aggregated,24.700000,0.000000,570,900,1100,1400,1900,2500,3000,3200,5000,5000,5000,836,0,570.0,836.0160139353687,91.75167139619589,5040.801841765642,37501.47846889952
1764891776,50,,Aggregated,24.500000,0.000000,570,880,1100,1300,1900,2500,3000,3200,5000,5000,5000,868,0,570.0,823.9146307688035,91.75167139619589,5040.801841765642,37480.589861751156
1764891777,50,,Aggregated,24.700000,0.000000,570,870,1100,1300,1900,2500,3000,3200,5000,5000,5000,889,0,570.0,817.2250783638725,91.75167139619589,5040.801841765642,37671.34420697413
1764891778,50,,Aggregated,24.800000,0.000000,560,850,1100,1300,1900,2500,2900,3100,5000,5000,5000,909,0,560.0,807.1660327933098,91.75167139619589,5040.801841765642,37951.61386138614
1764891779,50,,Aggregated,24.500000,0.000000,560,820,1000,1300,1800,2500,2900,3100,5000,5000,5000,933,0,560.0,799.5547114103825,91.75167139619589,5040.801841765642,37990.127545551986
1764891780,50,,Aggregated,24.600000,0.000000,560,810,1000,1200,1800,2500,2900,3100,5000,5000,5000,956,0,560.0,790.3565666131738,91.75167139619589,5040.801841765642,38233.446652719664
1764891781,50,,Aggregated,24.000000,0.000000,550,800,1000,1200,1800,2400,2900,3100,5000,5000,5000,975,0,550.0,781.8812285650235,91.75167139619589,5040.801841765642,38282.290256410255
1764891782,50,,Aggregated,24.000000,0.000000,550,790,1000,1200,1800,2400,2900,3100,5000,5000,5000,992,0,550.0,776.5203463955737,91.75167139619589,5040.801841765642,38404.323588709674
1764891783,50,,Aggregated,23.600000,0.000000,550,790,1000,1200,1800,2400,2900,3100,4700,5000,5000,1013,0,550.0,773.3944345078075,91.75167139619589,5040.801841765642,38466.73050345508
1764891784,50,,Aggregated,23.000000,0.000000,550,780,990,1200,1700,2400,2900,3100,4700,5000,5000,1043,0,550.0,763.1155736333658,91.75167139619589,5040.801841765642,38441.3518696069
1764891785,50,,Aggregated,22.200000,0.000000,550,770,980,1100,1700,2300,2900,3100,4700,5000,5000,1062,0,550.0,757.6473471919064,91.75167139619589,5040.801841765642,38504.06497175141
1764891786,50,,Aggregated,23.200000,0.000000,540,740,970,1100,1700,2300,2900,3100,4700,5000,5000,1095,0,540.0,745.8054144871018,91.75167139619589,5040.801841765642,38575.03105022831
1764891787,50,,Aggregated,22.300000,0.000000,540,740,960,1100,1700,2300,2800,3100,4700,5000,5000,1115,0,540.0,741.7060247751897,91.75167139619589,5040.801841765642,38722.29686098655
1764891788,50,,Aggregated,22.600000,0.000000,540,720,960,1100,1700,2300,2800,3100,4700,5000,5000,1143,0,540.0,737.0500149366659,91.75167139619589,5040.801841765642,38770.853893263346
1764891789,50,,Aggregated,22.700000,0.000000,540,720,960,1100,1700,2200,2800,3100,4700,5000,5000,1167,0,540.0,735.3856912913836,91.75167139619589,5040.801841765642,38992.06255355613
1764891790,50,,Aggregated,23.200000,0.000000,530,720,940,1100,1600,2200,2800,3100,4700,5000,5000,1184,0,530.0,730.5594066628317,91.75167139619589,5040.801841765642,39091.10219594595
1764891791,50,,Aggregated,22.900000,0.000000,520,710,920,1100,1600,2200,2800,3100,4700,5000,5000,1209,0,520.0,723.3749449667517,91.75167139619589,5040.801841765642,39253.738626964434
1764891792,50,,Aggregated,22.900000,0.000000,520,710,920,1000,1600,2200,2800,3100,4700,5000,5000,1227,0,520.0,720.359040998809,91.75167139619589,5040.801841765642,39302.0488997555
1764891793,50,,Aggregated,23.000000,0.000000,520,710,910,1000,1600,2200,2800,3100,4700,5000,5000,1250,0,520.0,714.4184988617897,91.75167139619589,5040.801841765642,39293.1968
1764891794,50,,Aggregated,23.500000,0.000000,520,700,900,1000,1600,2200,2800,3100,4700,5000,5000,1271,0,520.0,710.304927190049,91.75167139619589,5040.801841765642,39352.71990558615
1764891795,50,,Aggregated,24.100000,0.000000,520,700,900,1000,1600,2200,2700,3000,4700,5000,5000,1302,0,520.0,707.2853972218336,91.75167139619589,5040.801841765642,39329.80568356375
1764891796,50,,Aggregated,22.700000,0.000000,520,710,900,1000,1500,2200,2700,3000,4700,5000,5000,1324,0,520.0,706.7510556187649,91.75167139619589,5040.801841765642,39320.69561933535
1764891797,50,,Aggregated,23.800000,0.000000,520,700,900,1000,1500,2100,2700,3000,4700,5000,5000,1345,0,520.0,703.5531191868521,91.75167139619589,5040.801841765642,39452.811152416354
1764891798,50,,Aggregated,23.100000,0.000000,520,710,900,1000,1500,2000,2700,3000,4700,5000,5000,1367,0,520.0,703.4573533811389,91.75167139619589,5040.801841765642,39632.667154352595
1764891799,50,,Aggregated,23.300000,0.000000,520,700,890,1000,1500,2000,2700,3000,4700,5000,5000,1389,0,520.0,697.1259685876914,91.75167139619589,5040.801841765642,39687.22030237581
1764891800,50,,Aggregated,22.500000,0.000000,520,690,880,1000,1500,2000,2700,3000,4700,5000,5000,1409,0,520.0,692.8170413252117,91.75167139619589,5040.801841765642,39752.710432931155
1764891801,50,,Aggregated,22.600000,0.000000,520,690,880,1000,1500,2000,2700,3000,4700,5000,5000,1441,0,520.0,690.8122189860018,91.75167139619589,5040.801841765642,39816.30742539903
1764891802,50,,Aggregated,22.700000,0.000000,520,690,870,1000,1500,2000,2700,3100,60000,61000,61000,1461,0,520.0,770.0059970000646,91.75167139619589,60884.89418197423,39831.81930184805
1764891803,50,,Aggregated,23.100000,0.000000,520,690,870,1000,1500,2000,2700,3100,60000,61000,61000,1488,0,520.0,763.8183052029451,91.75167139619589,60884.89418197423,40021.3004032258
1764891804,50,,Aggregated,23.300000,0.000000,520,680,860,1000,1500,2000,2700,3000,60000,61000,61000,1512,0,520.0,760.0943404902758,91.75167139619589,60884.89418197423,40092.27976190476
